ALIGNMENT,BIRTHPLACE,CITIZENSHIP,CODENAME,City,DETAILED FILE,DURABILITY,EDUCATION,ENERGY,EXPERIENCE,EYECOLOR,FAVORITE HANGOUTS,FIGHTING,GENDER,HAIRCOLOR,HEIGHT,IDENTIFIES AS,INTELLIGENCE,Latitude,Longitude,POWERS URL,PROFILE PIC,REAL NAME,RELATIONSHIP STATUS,SPEED,STRENGTH,State,TARGET,WEIGHT,Zip Code,_id
Good,"Newark, New Jersey",American,Duane Freeman,Newark,https://marvel.fandom.com/wiki/Duane_Freeman_(Earth-616),2,Homeschooled,1,Federal agent,Brown,"Washington, D.C., USA",2,Male,Bald,66,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Duane_Freeman_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/64/Freeman%2C_Duane_%28Avengers_-25%29.jpg/revision/latest/scale-to-width-down/192?cb=20100113234209,Duane Freeman,Single,2,2,NJ,Duane Freeman,140,7102,"{'$oid': '60ba7853eb3d706d33244f19'}"
Bad,"Red Bank, New Jersey",American,Mysterio,Red Bank,https://marvel.fandom.com/wiki/Francis_Klum_(Earth-616),2,High school graduate,3,Professional criminal;  drug dealer,Brown,New York City,1,Male,Brown,69,Heterosexual,2,40.3470543,-74.0643065,https://marvel.fandom.com/wiki/Francis_Klum_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/0/01/Francis_Klum_%28Earth-616%29_from_Clone_Conspiracy_Vol_1_2_001.jpg/revision/latest/scale-to-width-down/350?cb=20200328100508,Francis Klum,Single,9,2,NJ,Francis Klum,150,7701,"{'$oid': '60ba7853eb3d706d33244f1a'}"
Bad,"Newark, New Jersey",American,Leper Queen,Newark,https://marvel.fandom.com/wiki/Leper_Queen_(Earth-616),9,Homeschooled,1,Leader of the Sapien League; terrorist; mass murderer; nationalist,Brown,Mobile,3,Female,Bald,68,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Leper_Queen_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/7/7c/Leper_Queen_%28Earth-616%29_from_X-Force_Vol_3_12_0001.jpg/revision/latest/scale-to-width-down/350?cb=20090228134202,Page ,Single,2,2,NJ,Leper Queen,130,7102,"{'$oid': '60ba7853eb3d706d33244f1b'}"
Good,"Newark, New Jersey",American,Rockman,Newark,https://marvel.fandom.com/wiki/Daniel_Rose_(Earth-616),6,Homeschooled,1,Adventurer;  miner,Blue,"New York City, formerly Tarleton, West Virginia",3,Male,Brown,77,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Daniel_Rose_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/d/d1/Twelve_Vol_1_6_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20160830152752,Daniel Rose,Widowed,2,5,NJ,Daniel Rose,300,7102,"{'$oid': '60ba7853eb3d706d33244f1c'}"
Good,"Newark, New Jersey",American,Challenger,Newark,https://marvel.fandom.com/wiki/William_Waring_(Earth-616),3,"College degree, unfinished law degree, extensive training in hundreds of disciplines",1,Vigilante; adventurer; record clerk,Green,"Mobile, formerly Montana; The Mount, Nevada",6,Male,Red,74,Heterosexual,4,40.735657,-74.1723667,https://marvel.fandom.com/wiki/William_Waring_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/d/dc/William_Waring_%28Earth-616%29_from_Occupy_Avengers_Vol_1_9.jpg/revision/latest/scale-to-width-down/328?cb=20170808051245,William Waring ,Single,3,3,NJ,William Waring,250,7102,"{'$oid': '60ba7853eb3d706d33244f1d'}"
Bad,"Newark, New Jersey",American,Xandu,Newark,https://marvel.fandom.com/wiki/Xandu_(Sorcerer)_(Earth-616),2,Homeschooled,6,Sorcerer,Blue,Death Dimension; Castle Xandu,1,Male,White,75,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Xandu_(Sorcerer)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/18/Xandu_%28Sorcerer%29_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_12_0001.jpg/revision/latest/scale-to-width-down/200?cb=20170107160224,Unknown,Single,9,2,NJ,Xandu ,180,7102,"{'$oid': '60ba7853eb3d706d33244f1e'}"
Neutral,"Newark, New Jersey",American,Big Ben,Newark,https://marvel.fandom.com/wiki/Benjamin_Donovan_(Earth-616),2,Homeschooled,1,;  Lawyer criminal,Brown,"Harlem, New York City, New York",3,Male,Black,89,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Benjamin_Donovan_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/5a/Benjamin_Donovan_%28Earth-616%29_from_Daredevil_Vol_2_107_001.jpg/revision/latest/scale-to-width-down/350?cb=20180623234839,Benjamin Donovan,Single,2,3,NJ,Benjamin Donovan,398,7102,"{'$oid': '60ba7853eb3d706d33244f1f'}"
Good,"Newark, New Jersey",American,Michael Rossi,Newark,https://marvel.fandom.com/wiki/Michael_Rossi_(Earth-616),2,Homeschooled,1,USAF colonel; CIA agent,Brown,Mobile,4,Male,Brown,71,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Michael_Rossi_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/1d/Michael_Rossi_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_5_001.jpg/revision/latest/scale-to-width-down/170?cb=20151129232827,Michael Rossi,Single,2,2,NJ,Michael Rossi,180,7102,"{'$oid': '60ba7853eb3d706d33244f20'}"
Neutral,"Stony Point, New York",American,Mysterium,Stony Point,https://marvel.fandom.com/wiki/Thomas_Lightner_(Earth-616),2,Ph-D. in Solar Physics,6,Wizard Supreme of Earth-712; world devourer; scientist; cosmic energy researcher,Blue,Earth-712,2,Male,Brown,73,Heterosexual,4,41.2295386,-73.98708470000003,https://marvel.fandom.com/wiki/Thomas_Lightner_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/3/3e/Thomas_Lightner_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_7_0001.jpg/revision/latest/scale-to-width-down/220?cb=20191208111821,Dr. Thomas Joseph Lightner,Single,9,2,NY,Thomas Lightner,190,10980,"{'$oid': '60ba7853eb3d706d33244f21'}"
Bad,"Newark, New Jersey",American,Strikeback,Newark,https://marvel.fandom.com/wiki/Anthony_Davis_(Earth-616),8,Masters Degree in Engineering,5,Professional criminal,Brown,"Mobile, originally in New York",3,Male,Black,68,Heterosexual,4,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Anthony_Davis_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/e/e0/Anthony_Davis_%28Earth-616%29_The_Lethal_Foes_of_Spider-Man_Vol_1_1.jpg/revision/latest/scale-to-width-down/176?cb=20150210091824,Anthony Davis,Married,9,6,NJ,Anthony Davis,145,7102,"{'$oid': '60ba7853eb3d706d33244f22'}"
Bad,"Noblesville, Indiana",American,Foolkiller,Noblesville,https://marvel.fandom.com/wiki/Greg_Salinger_(Earth-616),2,"Psychology graduate at Empire State University, incomplete English literature degree studies at ESU, US Army training",3,Mercenary; vigilante; psychologist;  mental hospital inmate; psychopatic killer; student; soldier; poet,Blue,"New York City, New York",3,Male,Blond,72,Heterosexual,3,40.0455918,-86.0085955,https://marvel.fandom.com/wiki/Greg_Salinger_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/e/ef/Foolkiller_Vol_3_1_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20160823163609,Gregory P. Salinger ,Single,2,2,IN,Greg Salinger,197,46060,"{'$oid': '60ba7853eb3d706d33244f23'}"
Bad,"Decatur, Illinois",American,Crusader,Decatur,https://marvel.fandom.com/wiki/Arthur_Blackwood_(Earth-616),5,"Master degree, uncompleted studies toward Doctorate of Divinity",1,Religious zealot; criminal;  seminarist,Blue,"Washington, D.C.",6,Male,Brown,74,Heterosexual,3,39.8454163,-88.9524151,https://marvel.fandom.com/wiki/Arthur_Blackwood_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/d/db/Arthur_Blackwood_%28Earth-616%29_from_New_Avengers_Most_Wanted_Files_Vol_1_1_0002.jpg/revision/latest/scale-to-width-down/275?cb=20190814171123,Arthur Charles Blackwood,Married,3,6,IL,Arthur Blackwood,225,62521,"{'$oid': '60ba7853eb3d706d33244f24'}"
Bad,"Newark, New Jersey",American,Megatak,Newark,https://marvel.fandom.com/wiki/Gregory_Nettles_(Earth-616),2,Homeschooled,4,Assassin;  industrial spy,Brown,Chicago; New York City,2,Male,Brown,69,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Gregory_Nettles_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/0/06/Gregory_Nettles_%28Earth-616%29_from_Venom_Vol_2_18_0001.jpg/revision/latest/scale-to-width-down/350?cb=20120516234226,Gregory Nettles,Single,9,2,NJ,Gregory Nettles,154,7102,"{'$oid': '60ba7853eb3d706d33244f25'}"
Neutral,"Newark, New Jersey",American,Ape,Newark,https://marvel.fandom.com/wiki/Ape_(Morlock)_(Earth-616),3,Homeschooled,1,Adventurer,MultiColored,"Morlock Tunnels, New York City",2,Male,MultiColored,70,Heterosexual,1,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Ape_(Morlock)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/d/df/Ape_%28Earth-616%29_from_Power_Pack_Vol_1_12.jpg/revision/latest/scale-to-width-down/301?cb=20180603020654,Unknown,Single,2,2,NJ,Ape ,150,7102,"{'$oid': '60ba7853eb3d706d33244f26'}"
Bad,"Newark, New Jersey",American,Madman,Newark,https://marvel.fandom.com/wiki/Philip_Sterns_(Earth-616),6,Doctorate in nuclear physics from Caltech,1,Scientist; Nuclear researcher,Blue,Mobile,2,Male,Blond,70,Heterosexual,5,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Philip_Sterns_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/f/f5/Thunderbolts_Vol_2_4_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20121117001406,"Dr. Philip ""Phil"" Sterns",Single,2,6,NJ,Philip Sterns,182,7102,"{'$oid': '60ba7853eb3d706d33244f28'}"
Bad,"Duluth, Minnesota",American,8-Ball,Duluth,https://marvel.fandom.com/wiki/Jeff_Hagees_(Earth-616),2,Advanced degree in engineering,1,Professional criminal;  propulsion system engineer; pool player,Blue,"formerly New York City, New York State",2,Male,Red,70,Heterosexual,4,46.77293220000001,-92.1251218,https://marvel.fandom.com/wiki/Jeff_Hagees_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/2/2f/Jeff_Hagees_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg/revision/latest/scale-to-width-down/296?cb=20151022235000,Jeff Hagees,Single,2,2,MN,Jeff Hagees,175,55806,"{'$oid': '60ba7853eb3d706d33244f29'}"
Bad,"Newark, New Jersey",American,Javitz,Newark,https://marvel.fandom.com/wiki/Isaac_Javitz_(Earth-616),3,Homeschooled,1,Terrorist,One-Eyed,Avalon,2,Male,Brown,109,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Isaac_Javitz_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/5f/Isaac_Javitz_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_366.png/revision/latest/scale-to-width-down/350?cb=20130629201812,Isaac Javitz ,Single,2,4,NJ,Isaac Javitz,1200,7102,"{'$oid': '60ba7853eb3d706d33244f2b'}"
Bad,"Newark, New Jersey",American,Reignfire,Newark,https://marvel.fandom.com/wiki/Roberto_da_Costa_(Reignfire)_(Earth-616),3,Homeschooled,4,Adventurer,MultiColored,"New York City, New York",4,Male,Bald,71,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Roberto_da_Costa_(Reignfire)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/9/98/Reignfire_%28Earth-616%29_from_X-Force_Annual_Vol_1_3_cover.jpg/revision/latest/scale-to-width-down/350?cb=20170719015334,Unknown,Single,3,4,NJ,Roberto da Costa ,8.9,7102,"{'$oid': '60ba7853eb3d706d33244f2c'}"
Neutral,"Newark, New Jersey",American,Geiger,Newark,https://marvel.fandom.com/wiki/Delilah_Dearborn_(Earth-616),8,BS in physics from Empire State University,8,Licensed superhero,Blue,"New York City, New York",3,Female,Brown,68,Heterosexual,10,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Delilah_Dearborn_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/e/eb/Delilah_Dearborn_%28Earth-616%29_from_Avengers_Assemble_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/251?cb=20110604012553,Delilah Dearborn,Single,5,9,NJ,Delilah Dearborn,122,7102,"{'$oid': '60ba7853eb3d706d33244f2d'}"
Good,"Park Slope, Brooklyn, New York",American,Hope Hibbert,Brooklyn,https://marvel.fandom.com/wiki/Hope_Hibbert_(Earth-616),1,Homeschooled,1,Student,Brown,"Queens, New York",1,Female,Brown,52,Heterosexual,2,40.6701033,-73.9859723,https://marvel.fandom.com/wiki/Hope_Hibbert_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/0/0c/Hope_Hibbert_%28Earth-616%29_from_Sensational_Spider-Man_Vol_1_29_0001.jpg/revision/latest/scale-to-width-down/178?cb=20190712033108,Hope Hibbert,Single,2,1,NY,Hope Hibbert,65,11215,"{'$oid': '60ba7853eb3d706d33244f2e'}"
Good,"Newark, New Jersey",American,Lacuna,Newark,https://marvel.fandom.com/wiki/Woodstock_Schumaker_(Earth-616),2,Homeschooled,3,Adventurer; Television presenter,Blue,X-Statix Tower,2,Female,Blond,67,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Woodstock_Schumaker_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/e/ee/Woodstock_Schumaker_%28Earth-616%29_from_X-Force_Vol_1_122_0001.jpg/revision/latest/scale-to-width-down/251?cb=20050531055521,Woodstock Schumaker ,Single,2,2,NJ,Woodstock Schumaker,127,7102,"{'$oid': '60ba7853eb3d706d33244f2f'}"
Good,"Newark, New Jersey",American,Jake Oh,Newark,https://marvel.fandom.com/wiki/Jacob_Oh_(Earth-616),7,Extensive S.H.I.E.L.D. military training,6,S.H.I.E.L.D. Special Field Operative ; Eaglestar International military contractor,Brown,"New York City, New York",3,Male,Black,70,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Jacob_Oh_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/66/Jacob_Oh_%28Earth-616%29_from_Totally_Awesome_Hulk_Vol_1_10_001.jpg/revision/latest/scale-to-width-down/350?cb=20170131012553,"Jacob ""Jake"" Oh ",Single,7,8,NJ,Jacob Oh,190,7102,"{'$oid': '60ba7853eb3d706d33244f31'}"
Good,"Newark, New Jersey",American,Masked Raider,Newark,https://marvel.fandom.com/wiki/Jim_Gardley_(Earth-616),2,Homeschooled,1,Adventurer;  rancher,Blue,Old West,4,Male,Black,75,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Jim_Gardley_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/b/b2/Jim_Gardley_%28Earth-616%29_from_Marvel_Mystery_Handbook_70th_Anniversary_Special_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/250?cb=20150830141923,Jim Gardley,Single,2,2,NJ,Jim Gardley,222,7102,"{'$oid': '60ba7853eb3d706d33244f32'}"
Good,"Newark, New Jersey",American,Mister E,Newark,https://marvel.fandom.com/wiki/Victor_Jay_(Earth-616),2,Homeschooled,1,Adventurer;  professional athlete,Brown,"New York City, New York",3,Male,Brown,69,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Victor_Jay_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/f/f5/Victor_Jay_%28Earth-616%29_from_Marvel_Mystery_Handbook_70th_Anniversary_Special_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/276?cb=20201012012712,"Victor ""Vince"" Jay ",Widowed,2,2,NJ,Victor Jay,170,7102,"{'$oid': '60ba7853eb3d706d33244f33'}"
Bad,"Wheeling, West Virginia",American,The Orb,Wheeling,https://marvel.fandom.com/wiki/Drake_Shannon_(Earth-616),2,High school graduate,3,Professional criminal;  stunt motorcyclist; co-owner of a stunt cycle show,Blue,"New York City, New York",3,Male,White,70,Heterosexual,2,40.0642004,-80.72177295,https://marvel.fandom.com/wiki/Drake_Shannon_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/b/bc/Ghost_Rider_Vol_6_30_Villain_Variant_Textless.jpg/revision/latest/scale-to-width-down/330?cb=20091026114633,Drake Shannon,Single,5,2,WV,Drake Shannon,180,26003,"{'$oid': '60ba7853eb3d706d33244f34'}"
Neutral,"Carson City, Nevada",American,Solarr,Carson City,https://marvel.fandom.com/wiki/Silas_King_(Earth-616),2,BS in chemistry,6,Professional criminal; assassin;  drug smuggler,Blue,"New York City, New York",3,Male,MultiColored,72,Heterosexual,2,39.1649125,-119.7666496,https://marvel.fandom.com/wiki/Silas_King_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/c/c3/Silas_King_%28Earth-616%29_from_Defenders_Strange_Heroes_Vol_1_1_0001.png/revision/latest/scale-to-width-down/293?cb=20161123192239,Silas King,Single,3,2,NV,Silas King,210,89701,"{'$oid': '60ba7853eb3d706d33244f35'}"
Neutral,"St. Louis, Missouri",American,Darkoth,Saint Louis,https://marvel.fandom.com/wiki/Desmond_Pitt_(Earth-616),6,Homeschooled,3, ruler of Otherplace; agent of Doctor Doom; agent of Diablo; Agent of Mephisto; and Major in the United States Air Force,Brown,Otherplace,3,Male,Bald,74,Heterosexual,2,38.6264178,-90.1998378,https://marvel.fandom.com/wiki/Desmond_Pitt_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/59/Desmond_Pitt_%28Earth-616%29_from_FF_Fifty_Fantastic_Years_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/262?cb=20170401034359,Desmond Pitt,Widowed,2,12,MO,Desmond Pitt,225,63103,"{'$oid': '60ba7853eb3d706d33244f36'}"
Neutral,"Boston, Massachusetts",American,Sunturion,Boston,https://marvel.fandom.com/wiki/Arthur_Dearborn_(Earth-616),7,Ph.D. in Physics and Mechanical Engineering,5,Scientist,Blue,"New York City, New York",2,Male,Brown,74,Heterosexual,5,42.3602534,-71.0582912,https://marvel.fandom.com/wiki/Arthur_Dearborn_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/e/e6/Arthur_Dearborn_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_11_001.jpg/revision/latest/scale-to-width-down/268?cb=20170429082428,Arthur Dearborn,Divorced,13,2,MA,Arthur Dearborn,160,2201,"{'$oid': '60ba7853eb3d706d33244f39'}"
Bad,"Newark, New Jersey",American,Dragon of the Moon,Newark,https://marvel.fandom.com/wiki/Dragon_of_the_Moon_(Earth-616),7,Homeschooled,6,Demon,MultiColored,"New York City, New York",2,Non-Binary,MultiColored,71,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Dragon_of_the_Moon_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/b/b8/Dragon_of_the_Moon_%28Earth-616%29_from_Guardians_of_the_Galaxy_Vol_2_12_001.jpg/revision/latest/scale-to-width-down/350?cb=20200108083413,Unknown,Single,10,7,NJ,Dragon of the Moon,100,7102,"{'$oid': '60ba7853eb3d706d33244f3a'}"
Neutral,"Newark, New Jersey",American,Beautiful Dreamer,Newark,https://marvel.fandom.com/wiki/Beautiful_Dreamer_(Morlock)_(Earth-616),2,Homeschooled,4,Adventurer,Grey,"formerly The Alley, below New York City",2,Female,Black,61,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Beautiful_Dreamer_(Morlock)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/5a/Beautiful_Dreamer_%28Morlock%29_%28Earth-616%29_from_X-Force_Vol_3_12_001.jpg/revision/latest/scale-to-width-down/315?cb=20161228221431,Unknown,Single,2,2,NJ,Beautiful Dreamer ,115,7102,"{'$oid': '60ba7853eb3d706d33244f3b'}"
Bad,"Newark, New Jersey",American,Oblivion,Newark,https://marvel.fandom.com/wiki/Oblivion_(Earth-616),7,Homeschooled,7,Adventurer,MultiColored,Overspace,2,Male,MultiColored,71,Heterosexual,7,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Oblivion_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/5c/Oblivion_%28Earth-616%29_from_Guardians_of_the_Galaxy_Vol_2_12_001.jpg/revision/latest/scale-to-width-down/329?cb=20200408223909,Oblivion,Single,7,7,NJ,Oblivion,175,7102,"{'$oid': '60ba7853eb3d706d33244f3c'}"
Neutral,"Newark, New Jersey",American,Llan,Newark,https://marvel.fandom.com/wiki/Llan_(Earth-616),6,Homeschooled,7,Magician,Red,Extra-dimensional,1,Male,Black,75,Heterosexual,7,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Llan_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/8/83/Llan_the_Sorcerer_%28Earth-616%29_from_Official_Handbook_OTMU_Master_Edition_Vol_1_10_B.jpg/revision/latest/scale-to-width-down/318?cb=20190721170610,Llan,Single,10,7,NJ,Llan,185,7102,"{'$oid': '60ba7853eb3d706d33244f3d'}"
Bad,"Newark, New Jersey",American,Spymaster,Newark,https://marvel.fandom.com/wiki/Nathan_Lemon_(Earth-616),3,Trained by the Taskmaster,4,Spy; mercenary,Brown,"New York City, New York",5,Male,Brown,71,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Nathan_Lemon_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/1d/Nathan_Lemon_%28Earth-616%29_from_Iron_Man_Bad_Blood_Vol_1_2_0001.jpg/revision/latest/scale-to-width-down/285?cb=20170415133620,Nathan Lemon,Single,3,2,NJ,Nathan Lemon,190,7102,"{'$oid': '60ba7853eb3d706d33244f3e'}"
Bad,"Newark, New Jersey",American,Milan,Newark,https://marvel.fandom.com/wiki/Francisco_Milan_(Earth-616),2,Homeschooled,3,Terrorist,MultiColored,"New York City, New York",2,Male,Black,70,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Francisco_Milan_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/1e/Francisco_Milan_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_315.png/revision/latest/scale-to-width-down/221?cb=20131115222053,Francisco Milan,Single,2,2,NJ,Francisco Milan,160,7102,"{'$oid': '60ba7853eb3d706d33244f3f'}"
Bad,"Newark, New Jersey",American,Hemingway,Newark,https://marvel.fandom.com/wiki/Hemingway_(Earth-616),6,Homeschooled,1,Adventurer,MultiColored,"Morlock tunnels, New York City",3,Male,Bald,94,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Hemingway_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/9/96/Hemingway_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_325.png/revision/latest/scale-to-width-down/350?cb=20140620002840,Unknown,Single,2,6,NJ,Hemingway,480,7102,"{'$oid': '60ba7853eb3d706d33244f41'}"
Bad,"Newark, New Jersey",American,Sack,Newark,https://marvel.fandom.com/wiki/Sack_(Earth-616),3,Homeschooled,2,Adventurer,MultiColored,Morlock Tunnels,2,Male,Bald,67,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Sack_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/8/80/Sack_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_323.png/revision/latest/scale-to-width-down/275?cb=20140620003820,Unknown,Single,2,2,NJ,Sack,175,7102,"{'$oid': '60ba7853eb3d706d33244f42'}"
Good,"Newark, New Jersey",American,Deuce,Newark,https://marvel.fandom.com/wiki/Deuce_(Earth-616),2,Homeschooled,1,Guide dog,Blue,"New York City, New York, United States of America",1,Male,Brown,24,Heterosexual,1,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Deuce_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/f/fa/Deuce_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/305?cb=20090806172537,Deuce,Single,3,2,NJ,Deuce,77,7102,"{'$oid': '60ba7853eb3d706d33244f43'}"
Good,"Liberty, Kentucky",American,MVP,Liberty,https://marvel.fandom.com/wiki/Michael_van_Patrick_(Earth-616),2,University of Kentucky,1,Trainee;  university student,Blue,"Camp Hammond, Stamford, Connecticut formerly University of Kentucky, Lexington, Kentucky; Van Patrick Farm, Liberty, Kentucky",3,Male,Brown,71,Heterosexual,2,37.3184064,-84.9393979,https://marvel.fandom.com/wiki/Michael_van_Patrick_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/b/b3/Michael_van_Patrick_%28Earth-616%29_from_Avengers_Assemble_Vol_1_1_0001.png/revision/latest/scale-to-width-down/266?cb=20110522184549,Michael Ian van Patrick ,Single,2,3,KY,Michael van Patrick,173,42539,"{'$oid': '60ba7853eb3d706d33244f46'}"
Neutral,Borneo,American,Gorgilla,Galveston,https://marvel.fandom.com/wiki/Gorgilla_(Earth-616),8,Elementary level equivalent,1,Window-washer;  Jungle God,Brown,"New York City, New York",3,Male,Brown,72,Heterosexual,1,1.4298981000000002,114.7410375,https://marvel.fandom.com/wiki/Gorgilla_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/5e/Gorgilla_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_3_001.png/revision/latest/scale-to-width-down/340?cb=20151129004303,Gorgilla,Single,3,8,TX,Gorgilla,345,77554,"{'$oid': '60ba7853eb3d706d33244f48'}"
Good,"Newark, New Jersey",American,Junior Juniper,Newark,https://marvel.fandom.com/wiki/Jonathan_Juniper_(Earth-616),2,College degree,1,Soldier;  student,Blue,"European Theater of Operations, World War II",4,Male,Blond,65,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Jonathan_Juniper_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/8/80/Jonathan_Juniper_%28Earth-616%29_from_Sgt._Fury_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/244?cb=20191224065838,Jonathan Juniper,Single,2,2,NJ,Jonathan Juniper,110,7102,"{'$oid': '60ba7853eb3d706d33244f49'}"
