,_id,TARGET,CODENAME,REAL NAME,GENDER,RELATIONSHIP STATUS,ALIGNMENT,HEIGHT,WEIGHT,EYECOLOR,HAIRCOLOR,IDENTIFIES AS,BIRTHPLACE,CITIZENSHIP,EDUCATION,EXPERIENCE,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,ENERGY,FIGHTING,PROFILE PIC,FAVORITE HANGOUTS,DETAILED FILE,POWERS URL,City,State,Zip Code,Latitude,Longitude
704,{'$oid': '60ba7853eb3d706d33244f3e'},Nathan Lemon,Spymaster,Nathan Lemon,Male,Single,Bad,71,190.0,Brown,Brown,Heterosexual,"Newark, New Jersey",American,Trained by the Taskmaster,Spy; mercenary,3,2,3,3,4,5,https://static.wikia.nocookie.net/marveldatabase/images/1/1d/Nathan_Lemon_%28Earth-616%29_from_Iron_Man_Bad_Blood_Vol_1_2_0001.jpg/revision/latest/scale-to-width-down/285?cb=20170415133620,"New York City, New York",https://marvel.fandom.com/wiki/Nathan_Lemon_(Earth-616),https://marvel.fandom.com/wiki/Nathan_Lemon_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
705,{'$oid': '60ba7853eb3d706d33244f3f'},Francisco Milan,Milan,Francisco Milan,Male,Single,Bad,70,160.0,MultiColored,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Terrorist,2,2,2,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/1/1e/Francisco_Milan_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_315.png/revision/latest/scale-to-width-down/221?cb=20131115222053,"New York City, New York",https://marvel.fandom.com/wiki/Francisco_Milan_(Earth-616),https://marvel.fandom.com/wiki/Francisco_Milan_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
706,{'$oid': '60ba7853eb3d706d33244f40'},Elaine Coll,Scorpia,Elaine Coll,Female,Single,Bad,70,140.0,Green,Red,Heterosexual,"New York City, New York",American,High School dropout,Operative; assassin; mercenary,2,5,2,3,3,2,https://static.wikia.nocookie.net/marveldatabase/images/e/e6/Elaine_Coll_%28Earth-616%29_from_Miles_Morales_Spider-Man_Vol_1_13_001.png/revision/latest/scale-to-width-down/307?cb=20191212154208,"Hell's Kitchen, Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Elaine_Coll_(Earth-616),https://marvel.fandom.com/wiki/Elaine_Coll_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
707,{'$oid': '60ba7853eb3d706d33244f41'},Hemingway,Hemingway,Unknown,Male,Single,Bad,94,480.0,MultiColored,Bald,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,6,2,6,1,3,https://static.wikia.nocookie.net/marveldatabase/images/9/96/Hemingway_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_325.png/revision/latest/scale-to-width-down/350?cb=20140620002840,"Morlock tunnels, New York City",https://marvel.fandom.com/wiki/Hemingway_(Earth-616),https://marvel.fandom.com/wiki/Hemingway_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
708,{'$oid': '60ba7853eb3d706d33244f42'},Sack,Sack,Unknown,Male,Single,Bad,67,175.0,MultiColored,Bald,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,2,2,3,2,2,https://static.wikia.nocookie.net/marveldatabase/images/8/80/Sack_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_323.png/revision/latest/scale-to-width-down/275?cb=20140620003820,Morlock Tunnels,https://marvel.fandom.com/wiki/Sack_(Earth-616),https://marvel.fandom.com/wiki/Sack_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
709,{'$oid': '60ba7853eb3d706d33244f43'},Deuce,Deuce,Deuce,Male,Single,Good,24,77.0,Blue,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Guide dog,1,2,3,2,1,1,https://static.wikia.nocookie.net/marveldatabase/images/f/fa/Deuce_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/305?cb=20090806172537,"New York City, New York, United States of America",https://marvel.fandom.com/wiki/Deuce_(Earth-616),https://marvel.fandom.com/wiki/Deuce_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
710,{'$oid': '60ba7853eb3d706d33244f44'},Ethan Edwards,Virtue,Ethan Edwards ,Male,Single,Good,82,295.0,Blue,Blond,Heterosexual,"Tarnax IV, Tarnax System, Andromeda Galaxy",American,College graduate,Aid worker;  reporter for the Daily Bugle; adventurer; Skrull agent,3,6,5,6,3,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d6/Ethan_Edwards_%28Earth-616%29_from_New_Avengers_Annual_Vol_2_1_0001.jpg/revision/latest/scale-to-width-down/239?cb=20110921141711,Somewhere overseas,https://marvel.fandom.com/wiki/Ethan_Edwards_(Earth-616),https://marvel.fandom.com/wiki/Ethan_Edwards_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
711,{'$oid': '60ba7853eb3d706d33244f45'},Captain ,The Captain,Unknown,Male,Single,Good,73,220.0,Brown,Black,Heterosexual,"Brooklyn, New York City, New York, United States of America",American,High school graduate,Adventurer,2,6,3,5,1,2,https://static.wikia.nocookie.net/marveldatabase/images/a/a4/Captain_Nextwave.jpg/revision/latest/scale-to-width-down/350?cb=20140224230827,Mobile,https://marvel.fandom.com/wiki/Captain_(Nextwave)_(Earth-616),https://marvel.fandom.com/wiki/Captain_(Nextwave)_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
712,{'$oid': '60ba7853eb3d706d33244f46'},Michael van Patrick,MVP,Michael Ian van Patrick ,Male,Single,Good,71,173.0,Blue,Brown,Heterosexual,"Liberty, Kentucky",American,University of Kentucky,Trainee;  university student,2,3,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/b/b3/Michael_van_Patrick_%28Earth-616%29_from_Avengers_Assemble_Vol_1_1_0001.png/revision/latest/scale-to-width-down/266?cb=20110522184549,"Camp Hammond, Stamford, Connecticut formerly University of Kentucky, Lexington, Kentucky; Van Patrick Farm, Liberty, Kentucky",https://marvel.fandom.com/wiki/Michael_van_Patrick_(Earth-616),https://marvel.fandom.com/wiki/Michael_van_Patrick_(Earth-616)#Powers_and_Abilities,Liberty,KY,42539,37.3184064,-84.9393979
713,{'$oid': '60ba7853eb3d706d33244f47'},Betty Swanson,Betty Swanson,Betty Swanson,Female,Widowed,Bad,68,142.0,Blue,Blond,Heterosexual,Unrevealed,American,PhD in Biology from CalTech,A.I.M.-paid assassin; Biologist,4,2,2,2,1,1,https://static.wikia.nocookie.net/marveldatabase/images/b/bd/Betty_Swanson_%28Earth-616%29_from_Deadpool_Corps_Rank_and_Foul_Vol_1_1_0001.png/revision/latest/scale-to-width-down/294?cb=20180211144627,"New York City, New York",https://marvel.fandom.com/wiki/Betty_Swanson_(Earth-616),https://marvel.fandom.com/wiki/Betty_Swanson_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
714,{'$oid': '60ba7853eb3d706d33244f48'},Gorgilla,Gorgilla,Gorgilla,Male,Single,Neutral,72,345.0,Brown,Brown,Heterosexual,Borneo,American,Elementary level equivalent,Window-washer;  Jungle God,1,8,3,8,1,3,https://static.wikia.nocookie.net/marveldatabase/images/5/5e/Gorgilla_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_3_001.png/revision/latest/scale-to-width-down/340?cb=20151129004303,"New York City, New York",https://marvel.fandom.com/wiki/Gorgilla_(Earth-616),https://marvel.fandom.com/wiki/Gorgilla_(Earth-616)#Powers_and_Abilities,Galveston,TX,77554,1.4298981,114.7410375206066
715,{'$oid': '60ba7853eb3d706d33244f49'},Jonathan Juniper,Junior Juniper,Jonathan Juniper,Male,Single,Good,65,110.0,Blue,Blond,Heterosexual,"Newark, New Jersey",American,College degree,Soldier;  student,2,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/8/80/Jonathan_Juniper_%28Earth-616%29_from_Sgt._Fury_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/244?cb=20191224065838,"European Theater of Operations, World War II",https://marvel.fandom.com/wiki/Jonathan_Juniper_(Earth-616),https://marvel.fandom.com/wiki/Jonathan_Juniper_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
716,{'$oid': '60ba7853eb3d706d33244f4a'},Jack Winters,Living Diamond,Jack Winters ,Male,Single,Bad,72,198.0,Brown,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,5,2,5,1,2,https://static.wikia.nocookie.net/marveldatabase/images/1/1c/Jack_Winters_%28Earth-616%29_from_X-Men_Vol_1_42.png/revision/latest/scale-to-width-down/350?cb=20131106191447,"New York City, New York",https://marvel.fandom.com/wiki/Jack_Winters_(Earth-616),https://marvel.fandom.com/wiki/Jack_Winters_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
717,{'$oid': '60ba7853eb3d706d33244f4b'},Meredith McCall,Kaze,Meredith McCall,Female,Divorced,Good,68,130.0,Blue,Brown,Heterosexual,"Long Island, New York, USA",American,BS in chemical engineering,University Professor at Columbia University; Adventurer,3,3,2,3,1,5,https://static.wikia.nocookie.net/marveldatabase/images/c/ca/Meredith_mccall.jpg/revision/latest/scale-to-width-down/250?cb=20121213205248,"New York City, New York",https://marvel.fandom.com/wiki/Meredith_McCall_(Earth-616),https://marvel.fandom.com/wiki/Meredith_McCall_(Earth-616)#Powers_and_Abilities,Centereach,NY,11720,40.85149705,-73.0994258107431
718,{'$oid': '60ba7853eb3d706d33244f4c'},Necrodamus,Necrodamus,Necrodamus,Male,Single,Neutral,60,120.0,Black,Bald,Heterosexual,"Newark, New Jersey",American,Homeschooled,Magician,3,7,8,6,6,3,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/Necrodamus_%28Earth-616%29_from_Avengers_Vol_1_128_001.png/revision/latest/scale-to-width-down/350?cb=20200807002347,"New York City, New York",https://marvel.fandom.com/wiki/Necrodamus_(Earth-616),https://marvel.fandom.com/wiki/Necrodamus_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
719,{'$oid': '60ba7853eb3d706d33244f4d'},Imus Champion,Imus Champion,Imus Champion,Male,Single,Bad,108,776.0,Blue,Black,Heterosexual,"King of Prussia, Pennsylvania",American,"MBA from Harvard, various degrees in psychology and other fields from Oxford, Cambridge, and other universities",Entrepreneur; financier; industrialist; CEO of numerous companies including Championair and Editions Non-Pariel publishing house,4,10,2,2,7,6,https://static.wikia.nocookie.net/marveldatabase/images/9/9a/Imus_Champion_%28Earth-616%29_from_Avengers_Assemble_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/247?cb=20161029165702,"New York City, New York",https://marvel.fandom.com/wiki/Imus_Champion_(Earth-616),https://marvel.fandom.com/wiki/Imus_Champion_(Earth-616)#Powers_and_Abilities,King Of Prussia,PA,19406,40.09476245,-75.3851333563417
720,{'$oid': '60ba7853eb3d706d33244f4e'},Marie Laveau,Marie Laveau,Marie Laveau,Female,Single,Bad,62,116.0,Blue,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,High Voodoo Priestess & Magician,4,2,9,6,6,2,https://static.wikia.nocookie.net/marveldatabase/images/9/92/Marie_Laveau_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Horror_2005_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/219?cb=20170515151400,"Vieux Carré, New Orleans, Louisiana",https://marvel.fandom.com/wiki/Marie_Laveau_(Earth-616),https://marvel.fandom.com/wiki/Marie_Laveau_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
721,{'$oid': '60ba7853eb3d706d33244f4f'},Nicholas Scratch,Nicholas Scratch,Nicholas Scratch,Male,Single,Good,75,220.0,Blue,Black,Heterosexual,"New Salem, Colorado",American,Homeschooled,Magician,2,2,9,2,6,2,https://static.wikia.nocookie.net/marveldatabase/images/5/5c/Nicholas_Scratch_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_9_0001.jpg/revision/latest/scale-to-width-down/266?cb=20170418103118,Hell,https://marvel.fandom.com/wiki/Nicholas_Scratch_(Earth-616),https://marvel.fandom.com/wiki/Nicholas_Scratch_(Earth-616)#Powers_and_Abilities,Fort Collins,CO,80525,40.527779,-105.052212
722,{'$oid': '60ba7853eb3d706d33244f50'},Fahnbullah Eddy,Gorilla Girl,Fahnbullah Eddy,Female,Single,Good,66,116.0,Brown,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Licensed superhero;  carnival per,2,4,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/e/ef/Fahnbullah_Eddy_%28Earth-616%29_from_Marvel_Zombies_Evil_Evolution_Vol_1_1_001.png/revision/latest/scale-to-width-down/350?cb=20190615043714,"New York City, New York",https://marvel.fandom.com/wiki/Fahnbullah_Eddy_(Earth-616),https://marvel.fandom.com/wiki/Fahnbullah_Eddy_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
723,{'$oid': '60ba7853eb3d706d33244f51'},Scarlet Fasinera,Stained Glass Scarlet,Scarlet Fasinera,Female,Widowed,Bad,72,151.0,Blue,Red,Heterosexual,New York City,American,Homeschooled,Assassin; terrorist; ex-nun; ex-prison guard,3,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/c/ce/Scarlet_Fasinera_%28Earth_616%29_Marc_Spector_%28Earth-616%29_from_Moon_Knight_Vol_3_2_001.jpg/revision/latest/scale-to-width-down/249?cb=20190525003736,New York City,https://marvel.fandom.com/wiki/Scarlet_Fasinera_(Earth-616),https://marvel.fandom.com/wiki/Scarlet_Fasinera_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
724,{'$oid': '60ba7853eb3d706d33244f52'},Oliver Osnick,Steel Spider,Oliver Osnick,Male,Single,Good,71,185.0,Blue,Brown,Heterosexual,"Newark, New Jersey",American,College education focused on engineering,Student,4,3,2,4,1,2,https://static.wikia.nocookie.net/marveldatabase/images/9/9b/Thunderbolts_Vol_1_114_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20070409072606,"Phoenix, Arizona; New York City, New York",https://marvel.fandom.com/wiki/Oliver_Osnick_(Earth-616),https://marvel.fandom.com/wiki/Oliver_Osnick_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
725,{'$oid': '60ba7853eb3d706d33244f53'},Number Nine,Number Nine,Unknown,Female,Single,Good,68,101.0,Blue,Blond,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,4,3,4,1,2,https://static.wikia.nocookie.net/marveldatabase/images/6/66/Number_Nine_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_8_001.jpg/revision/latest/scale-to-width-down/267?cb=20061208205129,"New York City, New York",https://marvel.fandom.com/wiki/Number_Nine_(Earth-616),https://marvel.fandom.com/wiki/Number_Nine_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
726,{'$oid': '60ba7853eb3d706d33244f54'},John Kelly,Siege,John Kelly,Male,Single,Good,96,950.0,Red,Blond,Heterosexual,"Newark, New Jersey",American,Homeschooled, police officer;  soldier,2,6,4,5,6,4,https://static.wikia.nocookie.net/marveldatabase/images/3/38/John_Kelly_%28Earth-616%29_from_Marvel_Zombies_3_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/304?cb=20201116000852,Mobile,https://marvel.fandom.com/wiki/John_Kelly_(Earth-616),https://marvel.fandom.com/wiki/John_Kelly_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
727,{'$oid': '60ba7853eb3d706d33244f55'},Kearson DeWitt,Overlord,Kearson DeWitt,Male,Single,Bad,73,185.0,Brown,Black,Heterosexual,"Newark, New Jersey",American,MS in electrical engineering,Engineer,3,5,2,5,3,3,https://static.wikia.nocookie.net/marveldatabase/images/4/4a/Kearson_Dewitt_0001.jpg/revision/latest/scale-to-width-down/155?cb=20130429131019,"New York City, New York",https://marvel.fandom.com/wiki/Kearson_DeWitt_(Earth-616),https://marvel.fandom.com/wiki/Kearson_DeWitt_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
728,{'$oid': '60ba7853eb3d706d33244f56'},Eileen Harsaw,Phantazia,Eileen Harsaw,Female,Single,Bad,65,111.0,Blue,Blond,Heterosexual,"Newark, New Jersey",American,Homeschooled,Professional criminal; subversive,4,2,9,2,6,3,https://static.wikia.nocookie.net/marveldatabase/images/b/b8/Eileen_Harsaw_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_7_0001.jpg/revision/latest/scale-to-width-down/350?cb=20061120211823,"New York City, New York",https://marvel.fandom.com/wiki/Eileen_Harsaw_(Earth-616),https://marvel.fandom.com/wiki/Eileen_Harsaw_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
729,{'$oid': '60ba7853eb3d706d33244f57'},Lucia Callasantos,Thornn,Lucia Callasantos,Female,Single,Neutral,70,137.0,Yellow,Red,Heterosexual,"Newark, New Jersey",American,Homeschooled, thief,2,3,3,3,1,3,https://static.wikia.nocookie.net/marveldatabase/images/d/dc/Lucia_Callasantos_%28Earth-616%29_from_X-Force_Vol_1_6.jpg/revision/latest/scale-to-width-down/178?cb=20140620001807,"New York City, New York",https://marvel.fandom.com/wiki/Lucia_Callasantos_(Earth-616),https://marvel.fandom.com/wiki/Lucia_Callasantos_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
730,{'$oid': '60ba7853eb3d706d33244f58'},Lynx,Lynx,Unknown,Female,Single,Good,66,139.0,Brown,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Mercernary,2,2,3,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d5/Lynx_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_6_001.jpg/revision/latest/scale-to-width-down/284?cb=20201120065834,Canadian Wilderness ,https://marvel.fandom.com/wiki/Lynx_(Earth-616),https://marvel.fandom.com/wiki/Lynx_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
731,{'$oid': '60ba7853eb3d706d33244f59'},Sister Nil,Sister Nil,Nil,Female,Single,Bad,63,96.0,Black,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,1,2,3,6,2,2,https://static.wikia.nocookie.net/marveldatabase/images/7/7d/Sister_Nil_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Mystic_Arcana_The_Book_of_Marvel_Magic_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/247?cb=20181030073554,Shadowside Dimension; Pre-Cataclysmic Atlantis; Doctor Strange's Mansion,https://marvel.fandom.com/wiki/Sister_Nil_(Earth-616),https://marvel.fandom.com/wiki/Sister_Nil_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
732,{'$oid': '60ba7853eb3d706d33244f5a'},Cody Fleischer,Cadaver,Cody Fleischer,Male,Single,Good,68,160.0,Brown,Brown,Heterosexual,"Seattle, Washington",American,Homeschooled,Champion of Agamotto,2,4,2,4,3,4,https://static.wikia.nocookie.net/marveldatabase/images/7/7c/Cody_Fleischer_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Mystic_Arcana_The_Book_of_Marvel_Magic_Vol_1_1_0001.png/revision/latest/scale-to-width-down/238?cb=20170408174531,"New York City, New York",https://marvel.fandom.com/wiki/Cody_Fleischer_(Earth-616),https://marvel.fandom.com/wiki/Cody_Fleischer_(Earth-616)#Powers_and_Abilities,Seattle,WA,98104,47.6038321,-122.3300624
733,{'$oid': '60ba7853eb3d706d33244f5b'},Philip Sheldon,Phil Sheldon,Philip Aaron Sheldon ,Male,Married,Good,71,165.0,Green,Grey,Heterosexual,"Newark, New Jersey",American,Homeschooled,Retired; ;  freelance photographer,3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/6/63/Marvels_Vol_1_3_page_08_Phillip_Sheldon_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/349?cb=20100727044118,"New York City, New York",https://marvel.fandom.com/wiki/Philip_Sheldon_(Earth-616),https://marvel.fandom.com/wiki/Philip_Sheldon_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
734,{'$oid': '60ba7853eb3d706d33244f5c'},Rafael Carago,Helix,Rafael Carago,Male,Single,Good,95,338.0,White,Black,Heterosexual,"Springdale, Pennsylvania",American,Homeschooled,Adventurer,2,5,3,6,2,2,https://static.wikia.nocookie.net/marveldatabase/images/b/b3/Rafael_Carago_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_5_0001.png/revision/latest/scale-to-width-down/350?cb=20170430050752,"New York City, New York",https://marvel.fandom.com/wiki/Rafael_Carago_(Earth-616),https://marvel.fandom.com/wiki/Rafael_Carago_(Earth-616)#Powers_and_Abilities,Springdale,PA,15144,40.5409008,-79.7839373
735,{'$oid': '60ba7853eb3d706d33244f5d'},Vessel,Vessel,Unknown,Male,Single,Bad,78,320.0,Red,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Terrorist; bodyguard,2,4,2,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/0/0b/Vessel_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_324.png/revision/latest/scale-to-width-down/350?cb=20140620003055,"Morlock Tunnels, New York City",https://marvel.fandom.com/wiki/Vessel_(Earth-616),https://marvel.fandom.com/wiki/Vessel_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
736,{'$oid': '60ba7853eb3d706d33244f5e'},Gaia,Gaia,Gaia,Female,Single,Good,64,116.0,Blue,Pink,Heterosexual,An unidentified dead galaxy,American,High school dropout,;  Guardian of the Universal Amalgamator,3,4,2,3,6,2,https://static.wikia.nocookie.net/marveldatabase/images/e/e2/Gaia_%28Earth-616%29_from_Generation_X_Vol_1_43_001.jpg/revision/latest/scale-to-width-down/350?cb=20201019182624,"Mobile, formerly Massachusetts Academy; COTUA",https://marvel.fandom.com/wiki/Gaia_(Earth-616),https://marvel.fandom.com/wiki/Gaia_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
737,{'$oid': '60ba7853eb3d706d33244f5f'},Gordon Thomas,Typeface,Gordon Thomas,Male,Separated,Good,69,160.0,Blue,Brown,Heterosexual,"Northampton, Massachusetts",American,B.S. from the University of Massachusetts,Vigilante;  terrorist; soldier; signsmith,2,2,2,2,3,4,https://static.wikia.nocookie.net/marveldatabase/images/5/51/Gordon_Thomas_%28Earth-616%29_from_Civil_War_Front_Line_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/248?cb=20210307092701,New York,https://marvel.fandom.com/wiki/Gordon_Thomas_(Earth-616),https://marvel.fandom.com/wiki/Gordon_Thomas_(Earth-616)#Powers_and_Abilities,Northampton,MA,01060,42.3178989,-72.6311006
738,{'$oid': '60ba7853eb3d706d33244f60'},Normie,Watchdog,Normie,Male,Single,Neutral,71,30.0,Black,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,1,4,3,3,1,3,https://static.wikia.nocookie.net/marveldatabase/images/a/a5/Normie_%28Earth-616%29_from_Sentry_Vol_2_2_001.jpg/revision/latest/scale-to-width-down/153?cb=20180718223506,"New York City, New York",https://marvel.fandom.com/wiki/Normie_(Earth-616),https://marvel.fandom.com/wiki/Normie_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
739,{'$oid': '60ba7853eb3d706d33244f61'},Sal Kennedy,Dr. Sal Kennedy,Sal Kennedy,Male,Single,Good,71,235.0,Blue,White,Heterosexual,"Newark, New Jersey",American,"Ph.D. in ethnobotany, advanced degree in information technology",Philosopher,6,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/9/9d/Sal_Kennedy_%28Earth-616%29_from_All-New_Iron_Manual_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/214?cb=20170406181315,Helicarrier,https://marvel.fandom.com/wiki/Sal_Kennedy_(Earth-616),https://marvel.fandom.com/wiki/Sal_Kennedy_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
740,{'$oid': '60ba7853eb3d706d33244f62'},Zachary Smith Jr.,Microbe,"Zachary Smith, Jr.",Male,Single,Good,77,330.0,Hazel,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Superhero;  laboratory assistant and reality TV star,3,2,1,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/c/cd/Zachary_Smith_Jr_%28Earth-616%29_from_Civil_War_Vol_1_1.png/revision/latest/scale-to-width-down/333?cb=20141113000336,Mobile,https://marvel.fandom.com/wiki/Zachary_Smith_Jr._(Earth-616),https://marvel.fandom.com/wiki/Zachary_Smith_Jr._(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
741,{'$oid': '60ba7853eb3d706d33244f63'},Michael van Patrick ,Scarlet Spider,Michael van Patrick,Male,Single,Good,71,173.0,Blue,Brown,Heterosexual,"Blitzschlag Lab, Camp Hammond, Stamford, Connecticut",American,Homeschooled,Adventurer,2,3,2,5,4,4,https://static.wikia.nocookie.net/marveldatabase/images/9/9f/Scarlet_Spider_%28Michael%29.jpg/revision/latest/scale-to-width-down/237?cb=20090928113323,"Camp Hammond, Stamford, Connecticut",https://marvel.fandom.com/wiki/Michael_van_Patrick_(Michael)_(Earth-616),https://marvel.fandom.com/wiki/Michael_van_Patrick_(Michael)_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
742,{'$oid': '60ba7853eb3d706d33244f64'},Joaquin Pennysworth,Nighthawk,Joaquin Pennysworth,Male,Single,Good,73,220.0,Brown,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer;  S.H.I.E.L.D. agent,3,2,3,2,4,4,https://static.wikia.nocookie.net/marveldatabase/images/4/46/Joaquin_Pennysworth_%28Earth-616%29_from_Last_Defenders_Vol_1_6_001.jpg/revision/latest/scale-to-width-down/133?cb=20110428150215,"Defenders Headquarters, Hoboken, New Jersey",https://marvel.fandom.com/wiki/Joaquin_Pennysworth_(Earth-616),https://marvel.fandom.com/wiki/Joaquin_Pennysworth_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
743,{'$oid': '60ba7853eb3d706d33244f65'},James Natale,Vulture,James Natale ,Male,Single,Bad,72,210.0,Yellow,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Criminal,2,4,2,4,1,2,https://static.wikia.nocookie.net/marveldatabase/images/2/26/Amazing_Spider-Man_Vol_1_623_Villain_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20120802091157,"New York City, New York",https://marvel.fandom.com/wiki/James_Natale_(Earth-616),https://marvel.fandom.com/wiki/James_Natale_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
